"city","census_tract","ses_percentile","ses_score","pop_black","pop_female","pop_native_american","pop_non_citizen","pop_snap","pop_pacific_islander","avg_edu","median_income","median_rent","unemployed_percentage","percent_poverty_150"
"Pittsburgh",6037137401,12,-2.5246436517312,-0.346120964737363,-0.24631567659701,0.215449266914435,-1.18582896318756,0.112057310750453,0.344698810132146,1.12252354938625,1.74465676976218,1.18386054398077,0.479593998297354,-1.28294146158529
"Pittsburgh",6037137402,26,-1.48741286095147,-0.51374291758397,0.41172005332047,-0.586360612434569,-0.37907367933708,-0.166784389506065,-0.359782241875454,1.13032555405792,0.13617901855452,0.676335719196557,-0.779558807713439,-0.87014063454915
"Pittsburgh",6037137501,25,-1.58233613150132,-0.036960908320235,0.112558648063233,-0.255931519884552,-0.386081441171772,-0.444588015106431,-0.547302736084111,0.882788581886446,0.357554210529101,1.18011497331815,0.736102921570165,-1.15268367730158
"Pittsburgh",6037137502,11,-2.58772409907579,0.251890734904332,0.0923841172266415,-0.118493216464729,-1.41398020216831,0.145513671015622,-0.547302736084111,1.13472232600691,1.25512006287289,1.5378169715978,-0.930810085597846,-1.02610567309468
"Pittsburgh",6037137504,2,-3.93614741425287,-0.630188812976838,-0.0992946574034656,-0.112322984479223,-1.04940329961361,-0.333499234042563,-0.547302736084111,1.23718711055746,1.60156814382744,3.70650238525135,-1.20277024808134,-1.51977767849221
"Pittsburgh",6037138000,14,-2.46021083369412,-0.049676845976479,-0.329099576272505,-0.368283240637246,-0.79585307454921,-0.515714341872052,-0.547302736084111,1.12787896860451,0.013453634692903,2.71954451565254,0.0681838773046374,-1.12434659261761
"Pittsburgh",6037139001,33,-1.01688291625439,-0.183008937243862,-0.0144369880910438,-0.217092781805299,-0.708351849206695,0.949505841950025,-0.547302736084111,0.990708724539462,0.0861171070771612,0.296160296941228,-0.887677521098017,-0.821672270844667
"Pittsburgh",6037139200,33,-1.00756260374234,-0.560506308237821,1.08228814628075,-0.586360612434569,0.511577830082672,-0.164262706945619,-0.502468457454086,0.738190364827212,0.631775564237688,0.494675542059774,0.238679492320633,-0.688076717257731
"Pittsburgh",6037139301,23,-1.78406220671272,-0.291085883401329,-0.227831170046734,-0.586360612434569,-0.231579177443982,-0.148518459509172,-0.205038439091503,0.828554225124362,0.344834008376184,1.19884282663122,-0.176116493140075,-1.18117687545271
"Pittsburgh",6037139302,46,-0.0596204950670444,0.152681330293664,0.0153079448254596,-0.520771216764249,-0.0724459577372609,0.466040340840232,2.07149099063488,0.553999583352894,-0.628834684315961,0.269941302302929,-0.0546774387527428,0.17907348268258
"Pittsburgh",6037139303,48,0.0769083508209302,0.276214718499452,-0.32519730999347,-0.0892667495965026,0.946446194185824,-0.453170294228805,-0.219490983387457,0.873864177418057,-0.221624435995764,-0.267548087782192,0.139205824998906,-0.0581728267155401
"Pittsburgh",6037139401,35,-0.864546323364315,-0.552673909785575,0.11243126198613,-0.234775638283788,0.741975239217607,-0.496378760884973,1.51363040108426,0.889533261319625,0.312733240711313,-0.32560443305271,-1.00762825109143,-0.653418267202425
"Pittsburgh",6037139402,10,-2.65598218643365,-0.278379545009608,-0.641507853623793,-0.510772750217621,-0.672740621105471,1.07297110045938,-0.547302736084111,1.19043360980093,1.20090907258171,2.98173446203552,-0.123084292231024,-1.36329364984653
"Pittsburgh",6037139502,38,-0.636726646734679,-0.562780535208625,0.293305518001618,-0.331489774497171,0.640762550832832,-0.674381422779138,0.4153155992076,0.697991791573176,0.188097096869644,0.000260214594715147,1.16898357207814,-0.994645440243972
"Pittsburgh",6037139503,43,-0.254698258583299,-0.28609003712159,1.22120367404994,-0.419436881714095,1.07186744311616,-0.376617156410337,-0.547302736084111,0.804320538942699,-0.404402276373297,0.0957722664913742,-0.375597043826223,-0.570569001923991
"Pittsburgh",6037139504,43,-0.295382267830854,-0.305774046259787,0.970979427591893,-0.224035518781404,0.712345469920452,-0.882182173794599,-0.547302736084111,0.759628743994248,-0.27992991195849,0.114500119804445,0.470870122087335,-0.244810608597847
"Pittsburgh",6037139600,26,-1.46918660856924,-0.543804539336475,1.54762143962782,-0.449962527522163,-0.476526869450788,-0.0721408126746116,-0.547302736084111,1.19041061300771,0.371420868670049,0.318633720916912,0.0364826179150422,-0.975390727986929
"Pittsburgh",6037139701,3,-3.56499117624054,-0.573511129444089,1.1926823229699,-0.299888847514528,-0.826810809711559,-0.26549839217202,0.139663272309974,1.28084721268492,1.83549975852808,2.29254946011453,-1.35483838669053,-1.53233376046071
"Pittsburgh",6037139702,4,-3.48446584043399,-0.486067286724664,0.0651731889418942,-0.586360612434569,-0.631289369814075,0.703143151614025,-0.547302736084111,1.40751464782914,1.50652148310543,3.70650238525135,-0.666849823662932,-1.55473278334608
"Pittsburgh",6037139703,8,-2.89841506707609,-0.182088712629796,0.684630676019831,-0.168166553696341,-0.210416960522349,0.762356037398748,-0.547302736084111,1.23527483042622,2.14225862503983,2.5491210505036,-0.630757521265999,-1.06931486157041
"Pittsburgh",6037139801,12,-2.57260984904142,-0.266962440387911,-0.0893283803421721,-0.586360612434569,-0.765471813681443,-0.429917464492623,-0.547302736084111,1.30427993715268,0.553761963909284,1.87304554590176,-0.359592160648081,-1.55064806801816
"Pittsburgh",6037139802,6,-3.18639929322702,-0.745270184485728,0.381911280425235,-0.586360612434569,-0.0462770559995086,-0.370704941419931,-0.547302736084111,1.12780133552214,1.65092034445507,2.87311291281972,-0.817310059446812,-1.18163661959038
"Pittsburgh",6037141101,26,-1.51262319700907,0.536413400382065,0.405009580887079,-0.586360612434569,-1.12976921456078,-0.296346334407969,-0.547302736084111,1.30057305774504,-0.0316948939786083,0.331743218236061,-0.153016055162474,-0.972930588079213
